sampleNumber,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
248,0.333282,0.577171,0.123753,0.020673,0.021823,-0.999548,0.339441,0.100378,-0.935256,0.038332,0.427868,0.950820,0.601055,1.773587,0.076477,0.777923,0.141246,0.349020,0.780392,0.258824
249,0.927910,0.309825,0.244158,0.571175,0.085035,-0.816412,0.240096,-0.041499,-0.969862,2.107635,0.663982,0.942242,0.419164,0.168050,0.415080,0.639735,0.544537,0.713726,0.490196,0.321569
250,0.077052,0.270254,0.578504,-0.619911,0.111544,-0.776704,0.784254,0.097022,-0.612807,2975.070000,0.777205,0.703964,0.490595,1.900645,0.251911,0.843116,0.741108,0.329412,0.611765,0.819608
251,0.812384,0.609952,0.844383,-0.000721,0.333513,-0.942745,-0.069550,-0.024510,-0.997277,0.474666,0.268213,0.526763,0.618588,0.174911,0.058372,0.343375,0.918617,0.341177,0.435294,0.615686
252,0.115231,0.786330,0.015604,-0.129813,0.405912,-0.904646,0.723160,0.104663,-0.682704,7.041835,0.302223,0.188956,0.984932,0.121728,0.577565,0.561990,0.422594,0.219608,0.509804,0.207843
253,0.777978,0.241852,0.641388,-0.397811,-0.509744,-0.762829,0.698346,-0.033789,-0.714962,32.826360,0.477867,0.037670,0.064466,0.104162,0.277005,0.574113,0.341111,0.752941,0.250980,0.384314
254,0.350089,0.849118,0.102076,-0.239930,-0.251469,-0.937655,-0.420438,-0.008883,-0.907278,3.324047,0.423652,0.767118,0.080904,0.002209,0.480035,0.543769,0.234946,0.372549,0.772549,0.145098
255,0.965645,0.673222,0.410866,-0.311558,-0.487109,-0.815878,0.717668,-0.158589,-0.678088,16.431450,0.515517,0.354217,0.073452,0.041968,0.036416,0.953766,0.469127,0.803922,0.576471,0.274510
256,0.227135,0.452365,0.881973,-0.000535,-0.001842,-0.999998,0.308106,-0.021754,-0.951103,6.063550,0.106446,0.464806,0.618754,0.239793,0.852611,0.312852,0.573824,0.329412,0.529412,0.847059
257,0.997824,0.647989,0.667136,-0.265013,-0.234007,-0.935419,-0.798741,0.131394,-0.587152,1.484377,0.460066,0.596635,0.115420,0.377476,0.675843,0.963188,0.767966,0.737255,0.650980,0.588235
258,0.471188,0.847996,0.198702,0.080588,-0.163308,-0.983278,0.333773,-0.347751,-0.876165,4.031725,0.121543,0.025346,0.405507,0.471251,0.834261,0.106338,0.740224,0.537255,0.447059,0.376471
259,0.363234,0.790320,0.190667,0.596481,-0.525547,-0.606639,-0.261943,0.223988,-0.938731,1.570953,0.893374,0.279586,0.410127,0.391147,0.007051,0.250879,0.665849,0.349020,0.509804,0.321569
260,0.083775,0.448918,0.394266,-0.018756,0.015784,-0.999700,0.195924,-0.469415,-0.860967,1.497692,0.673744,0.857840,0.439885,0.012009,0.965338,0.770664,0.542844,0.200000,0.486275,0.325490
261,0.309232,0.829592,0.256766,-0.049223,-0.760918,-0.646978,0.416628,-0.519890,-0.745746,2.099537,0.611196,0.468734,0.890058,0.334957,0.316857,0.583244,0.376304,0.407843,0.666667,0.431373
262,0.929740,0.156039,0.400855,0.138603,-0.565148,-0.813263,0.620274,0.216934,-0.753791,79.818080,0.274405,0.251737,0.281121,0.235017,0.370056,0.042608,0.624071,0.921569,0.372549,0.619608
263,0.069401,0.044149,0.427165,0.258889,-0.067530,-0.963544,0.684196,0.363951,-0.631993,0.583484,0.936973,0.036629,0.216548,0.084939,0.944814,0.728448,0.537752,0.192157,0.149020,0.309804
264,0.133177,0.263421,0.228244,-0.029731,-0.031489,-0.999062,-0.070422,0.054538,-0.996025,11.747620,0.194970,0.861328,0.003542,0.412948,0.943068,0.664211,0.443151,0.313726,0.639216,0.313726
265,0.098381,0.532065,0.274176,-0.613331,0.370590,-0.697487,0.371796,0.167366,-0.913102,88.959370,0.325495,0.316036,0.323420,0.383710,0.913800,0.009726,0.640174,0.368628,0.713726,0.545098
266,0.400631,0.493873,0.082329,-0.334473,-0.640998,-0.690833,-0.195781,-0.670613,-0.715505,2.204511,0.328941,0.152203,0.441261,0.214238,0.215037,0.518158,0.412913,0.360784,0.415686,0.200000
267,0.111267,0.136969,0.030074,-0.463588,0.071335,-0.883175,0.009701,0.004915,-0.999941,2.289189,0.677975,0.644170,0.546580,0.920393,0.960226,0.108065,0.316944,0.356863,0.286275,0.188235
268,0.404274,0.928593,0.705706,0.091559,0.154073,-0.983808,-0.367818,-0.346357,-0.862987,1.354346,0.509389,0.387246,0.740328,1.321042,0.778794,0.498988,0.477293,0.623529,0.850981,0.756863
269,0.713127,0.712755,0.548372,0.074536,0.343493,-0.936193,0.575690,-0.234375,-0.783358,0.711894,0.439736,0.209899,0.362103,0.413854,0.558098,0.756154,0.122352,0.592157,0.623529,0.376471
270,0.897498,0.405489,0.275349,0.276178,0.193921,-0.941340,-0.385660,0.360364,-0.849356,0.808238,0.405699,0.621606,0.049330,1.167250,0.351515,0.729488,0.001585,0.752941,0.603922,0.149020
271,0.655497,0.917680,0.128946,0.600984,0.360606,-0.713289,0.436566,-0.699789,-0.565426,2.708595,0.867117,0.047197,0.868984,0.117936,0.117942,0.814520,0.548364,0.576471,0.541177,0.278431
272,0.920198,0.421303,0.914234,0.232461,0.379968,-0.895314,0.567787,-0.119405,-0.814469,0.031645,0.406386,0.403480,0.845298,0.096271,0.165849,0.907868,0.849061,0.360784,0.356863,0.525490
273,0.034256,0.693446,0.141022,0.597587,-0.363423,-0.714712,-0.752038,0.158191,-0.639855,Infinity,0.622269,0.396442,0.484850,1.264713,0.797046,0.748005,0.718387,0.345098,0.341177,0.505882
274,0.493730,0.734448,0.944360,0.527856,0.260656,-0.808348,-0.702726,0.226536,-0.674431,14.776010,0.973339,0.329212,0.785543,0.044873,0.220936,0.567141,0.209269,0.674510,0.505882,0.839216
275,0.401807,0.377275,0.976136,-0.254622,-0.409462,-0.876075,0.100431,-0.828715,-0.550587,0.143465,0.954007,0.200674,0.713896,0.099967,0.570364,0.363309,0.014519,0.345098,0.270588,0.376471
276,0.773648,0.068310,0.706150,-0.322947,0.044247,-0.945382,0.187966,0.409295,-0.892831,0.824184,0.965128,0.138115,0.542478,2.962809,0.260245,0.198560,0.189748,0.831373,0.254902,0.721569
277,0.218501,0.622545,0.482085,-0.433459,-0.651850,-0.622258,0.311150,-0.349313,-0.883836,0.754167,0.261055,0.753977,0.719621,0.019236,0.940417,0.938912,0.587876,0.188235,0.447059,0.376471
278,0.404701,0.560657,0.544918,-0.003723,0.336123,-0.941811,0.164669,-0.083552,-0.982804,9.365922,0.519884,0.195010,0.223297,0.160630,0.396720,0.859688,0.901987,0.560784,0.509804,0.517647
279,0.249718,0.403445,0.104437,0.458655,0.660027,-0.594979,0.149536,-0.025380,-0.988431,3.544975,0.417817,0.416027,0.861440,1.669722,0.206045,0.793096,0.009540,0.403922,0.662745,0.290196
280,0.249830,0.550696,0.008144,0.079101,-0.151265,-0.985323,0.393094,0.582182,-0.711717,2.979957,0.704404,0.210756,0.648454,0.095285,0.725329,0.217584,0.987884,0.380392,0.341177,0.149020
281,0.068745,0.103279,0.383496,0.444134,0.736385,-0.510375,-0.774373,0.373826,-0.510491,37.583630,0.435391,0.668329,0.524747,2.314114,0.850552,0.794079,0.555199,0.388235,0.447059,0.682353
282,0.995475,0.723745,0.897550,-0.084569,-0.236174,-0.968024,-0.562974,0.301873,-0.769371,2.680021,0.556988,0.309174,0.575654,0.374851,0.159522,0.677344,0.882556,0.682353,0.619608,0.772549
283,0.645643,0.550912,0.521878,-0.205895,-0.125685,-0.970469,0.334324,0.385851,-0.859853,0.398261,0.809518,0.522815,0.748282,0.127930,0.886280,0.607373,0.614702,0.513726,0.415686,0.427451
284,0.885463,0.500059,0.908981,-0.244718,0.093812,-0.965045,0.580233,-0.532023,-0.616670,0.142634,0.885959,0.030070,0.352447,1.474095,0.318810,0.019273,0.694182,0.760784,0.294118,0.913726
285,0.422983,0.503487,0.511118,-0.043908,0.422640,-0.905233,0.259893,0.187211,-0.947316,0.214169,0.370064,0.641145,0.391267,0.019963,0.996836,0.881347,0.679535,0.262745,0.317647,0.274510
286,0.746111,0.351923,0.049206,-0.223574,0.765156,-0.603780,-0.073976,-0.758406,-0.647571,Infinity,0.333456,0.899306,0.163204,0.900987,0.253911,0.943329,0.451604,0.254902,0.309804,0.266667
287,0.887229,0.287759,0.491670,0.001634,-0.042302,-0.999104,0.350769,-0.479023,-0.804673,0.021361,0.355616,0.912871,0.021170,0.196321,0.012087,0.171204,0.332023,0.223529,0.235294,0.352941
288,0.456713,0.434805,0.191878,0.649316,0.036325,-0.759651,-0.472204,-0.364618,-0.802544,5.402102,0.823668,0.438153,0.444521,1.932165,0.762878,0.263033,0.159283,0.737255,0.560784,0.349020
289,0.325604,0.245812,0.805097,-0.254844,0.041233,-0.966103,0.692799,0.243974,-0.678606,6.376094,0.692538,0.370242,0.779023,0.309547,0.473260,0.841727,0.795752,0.486275,0.384314,0.811765
290,0.657129,0.443670,0.826157,-0.387590,0.125017,-0.913315,-0.513525,-0.046364,-0.856821,14.219680,0.157357,0.051253,0.329519,1.342322,0.692649,0.395619,0.101535,0.772549,0.556863,0.745098
291,0.483891,0.243981,0.120504,-0.224457,0.771101,-0.595838,-0.320303,0.507035,-0.800201,0.654345,0.133051,0.472047,0.416523,0.994561,0.910599,0.550979,0.507950,0.650980,0.427451,0.313726
292,0.614558,0.682710,0.983285,0.340704,0.135626,-0.930337,0.008583,-0.001565,-0.999962,0.522511,0.459958,0.716117,0.019469,0.542218,0.709998,0.665240,0.226064,0.615686,0.650980,0.588235
293,0.012129,0.893572,0.593856,0.298411,-0.633481,-0.713900,0.122053,0.216858,-0.968543,1.486131,0.447162,0.962830,0.686604,0.330173,0.051447,0.282823,0.723344,0.172549,0.713726,0.580392
294,0.586260,0.111638,0.401294,0.227996,-0.506642,-0.831464,0.371445,0.749246,-0.548323,3.891485,0.868656,0.050708,0.962267,0.269052,0.874752,0.782075,0.549627,0.588235,0.231373,0.474510
295,0.054381,0.557177,0.442903,0.068563,-0.199143,-0.977569,0.423506,-0.409235,-0.808189,5.117492,0.246840,0.010031,0.584054,1.848842,0.876459,0.481225,0.881719,0.309804,0.694118,0.745098
296,0.907119,0.345661,0.554231,0.750460,-0.025950,-0.660407,-0.050668,-0.229122,-0.972078,1.458570,0.440837,0.465891,0.867257,1.115980,0.903213,0.573230,0.989476,0.921569,0.521569,0.756863
297,0.564442,0.395143,0.672079,-0.360632,-0.318798,-0.876534,0.441568,0.501493,-0.743991,5.233803,0.502984,0.690980,0.010040,0.683167,0.345496,0.053888,0.796600,0.572549,0.450980,0.682353
298,0.506154,0.754595,0.437919,-0.362547,-0.055297,-0.930324,-0.441993,-0.701180,-0.559455,4.213014,0.829852,0.090247,0.794518,0.529199,0.761355,0.774897,0.823336,0.686275,0.678431,0.631373
299,0.838806,0.478391,0.514775,0.131397,-0.064895,-0.989204,0.015289,-0.024393,-0.999586,9.403463,0.211658,0.173771,0.186384,0.080963,0.874048,0.635910,0.610660,0.592157,0.411765,0.431373
300,0.210570,0.690932,0.681723,0.369639,0.749059,-0.549798,0.012283,-0.034471,-0.999330,2.234844,0.003471,0.730084,0.828115,0.459000,0.205163,0.275680,0.565741,0.262745,0.611765,0.674510
301,0.296096,0.140802,0.317214,0.125655,0.484893,-0.865500,0.004419,0.046417,-0.998912,5.263302,0.264456,0.882061,0.488515,2.077555,0.215066,0.014483,0.573460,0.450980,0.388235,0.592157
302,0.897956,0.030956,0.489619,0.481640,0.705391,-0.520045,-0.351617,0.343279,-0.870934,0.460058,0.688603,0.874670,0.763929,1.066694,0.798428,0.078970,0.468624,0.882353,0.168628,0.580392
303,0.725571,0.514481,0.335710,-0.364953,0.003291,-0.931020,-0.056382,-0.372231,-0.926426,0.912421,0.713077,0.206757,0.430583,0.290038,0.404692,0.172923,0.949705,0.588235,0.356863,0.427451
304,0.199824,0.835635,0.912416,-0.426273,-0.354904,-0.832066,-0.179213,-0.646438,-0.741621,0.772108,0.979777,0.350749,0.117111,0.618283,0.642326,0.330214,0.840312,0.396079,0.627451,0.784314
305,0.991140,0.032191,0.604460,0.162342,0.036853,-0.986046,-0.328245,-0.187618,-0.925773,1.062242,0.689876,0.064355,0.230141,0.441509,0.962665,0.679730,0.521146,0.831373,0.180392,0.537255
306,0.279959,0.924577,0.968064,0.103902,0.045135,-0.993563,-0.236452,0.231166,-0.943744,0.196766,0.819087,0.024872,0.319424,0.051846,0.236364,0.782708,0.749328,0.250980,0.443137,0.458824
307,0.222790,0.411345,0.153698,0.767195,0.236766,-0.596115,-0.771254,-0.054039,-0.634229,Infinity,0.028833,0.985112,0.175405,0.863485,0.207296,0.806113,0.234778,0.235294,0.423529,0.439216
308,0.902288,0.813190,0.267286,-0.720345,0.160242,-0.674852,0.010707,0.000343,-0.999943,7.802117,0.640791,0.081077,0.243928,0.419792,0.475710,0.381364,0.135971,0.866667,0.576471,0.313726
309,0.735691,0.336641,0.953358,0.069854,-0.575176,-0.815042,-0.775382,0.229440,-0.588337,16.619270,0.515141,0.656457,0.153706,0.199164,0.287895,0.942125,0.652698,0.670588,0.533333,0.615686
310,0.331039,0.492437,0.960438,-0.501666,0.481740,-0.718511,-0.695697,0.118501,-0.708494,0.257236,0.371855,0.687264,0.737175,0.544792,0.982241,0.500373,0.670219,0.482353,0.513726,0.756863
311,0.803981,0.428677,0.253392,-0.635741,-0.038942,-0.770920,0.800645,-0.105821,-0.589720,Infinity,0.814467,0.804310,0.394608,0.125298,0.609785,0.836431,0.502799,0.478431,0.372549,0.250980
312,0.885357,0.290303,0.351634,0.040389,-0.039124,-0.998418,0.524749,-0.620053,-0.583243,0.220957,0.638870,0.580415,0.512761,0.206820,0.304281,0.433931,0.970161,0.505882,0.305882,0.396079
313,0.019840,0.293304,0.627264,-0.124809,0.846643,-0.517318,-0.151621,-0.183878,-0.971185,2.930207,0.128244,0.643231,0.614836,0.333121,0.944920,0.145112,0.742051,0.203922,0.349020,0.603922
314,0.175354,0.107124,0.268788,0.547820,-0.074699,-0.833255,-0.316663,0.709100,-0.630002,44.675330,0.000003,0.226225,0.559125,0.459034,0.430350,0.835613,0.449659,0.278431,0.294118,0.537255
315,0.123670,0.439607,0.486128,-0.277006,-0.586467,-0.761134,-0.139111,0.632460,-0.761999,8.906385,0.329508,0.886300,0.156869,0.247797,0.900771,0.396750,0.974533,0.270588,0.576471,0.486275
316,0.465282,0.822688,0.500923,-0.103799,-0.170258,-0.979917,-0.209184,-0.394783,-0.894644,0.499089,0.572991,0.941242,0.163399,0.054687,0.556278,0.629456,0.990989,0.356863,0.576471,0.349020
317,0.706984,0.975010,0.747019,0.101385,-0.027079,-0.994479,-0.424584,-0.545862,-0.722332,0.207496,0.873623,0.601622,0.438303,1.211527,0.382547,0.814803,0.668970,0.686275,0.941177,0.780392
318,0.304185,0.808972,0.601575,-0.022510,-0.024803,-0.999439,-0.250154,-0.803558,-0.540109,0.458383,0.682372,0.633805,0.898196,0.840644,0.746550,0.347169,0.417963,0.486275,0.666667,0.607843
319,0.750071,0.912742,0.571871,0.442395,-0.579419,-0.684515,-0.455634,-0.218836,-0.862849,0.758291,0.932849,0.449279,0.306800,1.874779,0.225567,0.283437,0.365146,0.717647,0.796079,0.662745
320,0.549207,0.777158,0.630084,0.005421,0.045073,-0.998969,-0.107967,0.514821,-0.850472,15.829230,0.235955,0.385250,0.001594,0.812032,0.712323,0.174845,0.222648,0.670588,0.768628,0.513726
321,0.887322,0.115607,0.564302,-0.352068,0.733103,-0.581901,-0.812861,-0.291160,-0.504464,0.461273,0.109179,0.246831,0.468084,0.534412,0.576434,0.640999,0.649373,0.690196,0.282353,0.568628
322,0.381690,0.672963,0.935818,0.324201,0.317246,-0.891206,-0.017227,-0.026827,-0.999492,1.295323,0.210368,0.887356,0.013585,0.350870,0.399518,0.032965,0.889167,0.384314,0.592157,0.709804
323,0.402820,0.377657,0.549530,0.328517,0.262415,-0.907312,-0.104076,0.021318,-0.994341,6.584422,0.307592,0.489114,0.891953,0.225078,0.304949,0.880732,0.674353,0.423529,0.517647,0.772549
324,0.661714,0.449880,0.845338,-0.429446,0.742655,-0.513848,-0.303841,0.344463,-0.888271,1.353599,0.820928,0.717703,0.021935,0.225158,0.940376,0.831603,0.959560,0.647059,0.509804,0.619608
325,0.474852,0.976869,0.546541,-0.696199,-0.377045,-0.610856,-0.115360,-0.746792,-0.654977,2.846326,0.559344,0.754458,0.329457,0.515048,0.730601,0.520004,0.887097,0.580392,0.850981,0.607843
326,0.020979,0.762346,0.332088,-0.037456,-0.561967,-0.826311,0.104327,-0.081215,-0.991222,1.145069,0.580211,0.996641,0.713098,0.366671,0.668508,0.867124,0.950651,0.168628,0.749020,0.470588
327,0.756110,0.739142,0.200130,0.129441,-0.429622,-0.893683,-0.131624,-0.026988,-0.990932,2.883126,0.947040,0.689296,0.797924,0.511371,0.821722,0.183953,0.529510,0.854902,0.686275,0.411765
328,0.909239,0.832665,0.208062,0.464101,0.598297,-0.653185,0.621040,-0.358114,-0.697183,16.936660,0.439404,0.480803,0.641802,0.164329,0.824390,0.049210,0.357206,0.811765,0.768628,0.454902
329,0.264155,0.452619,0.868684,0.062437,0.599101,-0.798235,0.627270,-0.274180,-0.728943,8.424756,0.903695,0.798356,0.758560,0.530195,0.710592,0.739740,0.148928,0.537255,0.662745,0.831373
330,0.307257,0.818439,0.062378,0.133988,0.770509,-0.623188,-0.164878,0.087364,-0.982437,7.965549,0.050789,0.744810,0.521037,0.676067,0.607298,0.648260,0.077221,0.439216,0.913726,0.231373
331,0.650949,0.360818,0.523734,0.228319,-0.406324,-0.884744,-0.145754,-0.114715,-0.982648,1.228930,0.901954,0.654384,0.990033,0.531902,0.575885,0.944986,0.778134,0.682353,0.521569,0.647059
332,0.191454,0.840140,0.280434,0.056241,-0.021687,-0.998182,-0.639754,0.542109,-0.544823,93.751640,0.103005,0.040589,0.320465,0.022893,0.134202,0.674168,0.266290,0.278431,0.466667,0.537255
333,0.872895,0.918549,0.097605,-0.011312,0.003270,-0.999931,0.013284,-0.121513,-0.992501,0.350426,0.809839,0.798808,0.167852,1.173181,0.347584,0.196547,0.572735,0.752941,0.694118,0.294118
334,0.426923,0.853674,0.121592,-0.193301,0.533856,-0.823185,0.123897,-0.166792,-0.978177,1.700188,0.562791,0.060538,0.828566,0.242580,0.845726,0.822376,0.835378,0.478431,0.615686,0.294118
335,0.002628,0.214616,0.345313,-0.306875,-0.087311,-0.947737,-0.804296,0.197308,-0.560515,9.822701,0.864554,0.637384,0.547444,3.166363,0.161063,0.168312,0.416728,0.164706,0.490196,0.658824
336,0.014377,0.732588,0.410786,0.497617,-0.073596,-0.864269,0.202122,-0.057481,-0.977672,2.047428,0.508208,0.103117,0.769427,0.097146,0.958126,0.823945,0.637283,0.152941,0.466667,0.501961
337,0.248026,0.332724,0.674542,0.030469,0.783922,-0.620111,0.282315,-0.387099,-0.877754,6.402061,0.968048,0.659400,0.824822,1.073427,0.529480,0.231492,0.550916,0.494118,0.462745,0.764706
338,0.900594,0.656043,0.900525,-0.606910,0.220091,-0.763689,-0.038331,0.045724,-0.998219,2.041326,0.786843,0.832226,0.888571,0.349773,0.550842,0.052796,0.199249,0.768628,0.615686,0.764706
339,0.486656,0.797988,0.810454,0.480780,-0.422246,-0.768479,0.308787,0.272479,-0.911266,6.332712,0.700335,0.571428,0.723576,0.241158,0.080796,0.722322,0.373111,0.611765,0.756863,0.819608
340,0.527779,0.193307,0.519530,-0.305644,0.587929,-0.748947,0.622382,0.490745,-0.609762,0.882559,0.619690,0.143180,0.322374,0.102564,0.578380,0.301543,0.871418,0.419608,0.188235,0.403922
341,0.652638,0.327147,0.418452,-0.140114,0.358360,-0.923010,-0.026056,-0.449711,-0.892794,0.225478,0.971609,0.693878,0.257407,0.173395,0.212061,0.826599,0.354684,0.435294,0.360784,0.325490
342,0.807748,0.821574,0.339639,-0.407552,0.083865,-0.909323,0.194129,0.342525,-0.919234,0.249209,0.987951,0.766615,0.262709,0.918348,0.473594,0.653104,0.794723,0.733333,0.780392,0.521569
343,0.344218,0.674987,0.573305,0.343058,0.627011,-0.699406,0.646607,-0.504169,-0.572463,8.544604,0.980261,0.345708,0.868272,0.574739,0.835628,0.515564,0.390609,0.600000,0.631373,0.694118
344,0.378807,0.438654,0.902640,-0.205615,0.049894,-0.977360,-0.014453,0.036811,-0.999218,0.561554,0.962271,0.618635,0.037231,0.841016,0.249556,0.890532,0.141560,0.470588,0.603922,0.560784
345,0.634780,0.539766,0.440154,0.459369,0.307764,-0.833224,-0.010822,-0.022022,-0.999699,4.404159,0.896523,0.954364,0.392377,1.035275,0.127815,0.611708,0.764191,0.764706,0.788235,0.627451
346,0.894827,0.555090,0.867556,0.066880,-0.303896,-0.950355,0.679982,0.347128,-0.645854,7.217071,0.539389,0.923142,0.065874,0.262374,0.052297,0.678670,0.928172,0.705882,0.749020,0.650980
347,0.978448,0.080417,0.278800,0.566572,0.386486,-0.727753,-0.046291,-0.831726,-0.553253,16.739930,0.543364,0.100074,0.831843,0.624867,0.161287,0.733371,0.751625,0.635294,0.262745,0.466667
348,0.965368,0.918009,0.210985,0.624526,0.537306,-0.566806,0.041338,-0.021680,-0.998910,0.018840,0.907337,0.963051,0.960721,0.056377,0.869398,0.701168,0.360033,0.482353,0.447059,0.180392
349,0.394674,0.199485,0.485928,-0.021869,0.060608,-0.997922,-0.027730,0.191210,-0.981157,2.072007,0.728366,0.467478,0.504318,0.315075,0.185932,0.496633,0.642084,0.482353,0.321569,0.517647
350,0.207901,0.585694,0.699353,-0.038356,-0.225784,-0.973422,-0.443981,-0.222653,-0.867932,0.422498,0.628692,0.110398,0.809055,0.325175,0.582623,0.683984,0.393131,0.317647,0.521569,0.552941
351,0.239256,0.375575,0.838439,-0.121799,-0.517091,-0.847220,0.002648,-0.150851,-0.988553,3.049854,0.787367,0.143540,0.375287,0.184721,0.622420,0.036110,0.851097,0.427451,0.243137,0.647059
352,0.445252,0.260798,0.069587,0.425994,0.092958,-0.899938,0.066531,-0.032215,-0.997264,0.037061,0.219655,0.659938,0.347509,0.501457,0.681360,0.725640,0.163931,0.501961,0.392157,0.164706
353,0.019442,0.801996,0.779259,-0.121763,-0.364196,-0.923329,-0.240917,-0.512221,-0.824372,9.591834,0.256563,0.367604,0.109693,0.339323,0.330371,0.737036,0.025087,0.164706,0.760784,0.411765
354,0.448041,0.790498,0.267191,0.301912,-0.718410,-0.626687,-0.116382,-0.036084,-0.992549,2.030693,0.589895,0.101019,0.207309,0.759262,0.949855,0.595438,0.054353,0.615686,0.713726,0.250980
355,0.290146,0.367803,0.418776,-0.006870,0.284256,-0.958724,-0.279480,-0.101740,-0.954746,2.642975,0.796632,0.884266,0.567758,0.111858,0.459866,0.637130,0.804567,0.443137,0.525490,0.466667
356,0.752992,0.972156,0.313053,0.025744,0.653266,-0.756691,-0.054753,0.122403,-0.990969,2.686563,0.670683,0.585685,0.759217,0.176100,0.645819,0.868477,0.837808,0.674510,0.756863,0.466667
357,0.565350,0.307041,0.411543,-0.120148,0.418987,-0.900008,-0.184600,0.226625,-0.956329,2.984243,0.237589,0.988285,0.964920,0.501678,0.493979,0.118370,0.262380,0.541177,0.533333,0.615686
358,0.620323,0.504987,0.719520,0.093966,0.121563,-0.988126,0.369090,0.228877,-0.900771,9.193044,0.106834,0.062100,0.317152,1.256500,0.490949,0.807727,0.432671,0.682353,0.682353,0.756863
359,0.747541,0.961352,0.552943,-0.029910,-0.045665,-0.998509,-0.044646,-0.130388,-0.990457,1.075688,0.725833,0.082383,0.637171,0.174931,0.050273,0.139548,0.959790,0.556863,0.411765,0.537255
360,0.281571,0.413700,0.137397,-0.795465,-0.028325,-0.605338,-0.524335,0.561234,-0.640382,12.987930,0.216674,0.112615,0.538058,0.216777,0.870608,0.966819,0.736626,0.396079,0.450980,0.372549
361,0.382400,0.216246,0.639690,-0.341224,0.029419,-0.939522,0.130806,-0.470746,-0.872519,2.319427,0.566195,0.619007,0.224681,0.210385,0.629038,0.907893,0.249460,0.447059,0.364706,0.423529
362,0.490949,0.595215,0.318022,-0.004733,0.009667,-0.999942,0.650177,0.019941,-0.759521,1.079684,0.318177,0.472044,0.906517,1.854045,0.299778,0.855210,0.439287,0.588235,0.819608,0.545098
363,0.737547,0.406065,0.599318,0.620362,-0.112064,-0.776269,0.001493,0.062479,-0.998045,13.709490,0.094912,0.416282,0.305166,1.926472,0.236883,0.417060,0.363711,0.698039,0.647059,0.729412
364,0.750852,0.580485,0.897852,0.240061,-0.499055,-0.832655,-0.074269,-0.862824,-0.500020,5.500591,0.629820,0.125522,0.265090,0.196654,0.823236,0.122189,0.886074,0.760784,0.356863,0.662745
365,0.539798,0.990737,0.055924,0.768079,-0.009839,-0.640280,-0.154873,-0.302647,-0.940436,4.784320,0.535037,0.317598,0.031539,0.087498,0.339071,0.671375,0.365705,0.490196,0.588235,0.149020
366,0.843600,0.020734,0.865978,0.163557,-0.820340,-0.547988,0.147636,-0.529934,-0.835089,0.552651,0.192688,0.887911,0.542046,1.114653,0.925863,0.044872,0.417895,0.886275,0.160784,0.756863
367,0.733937,0.427876,0.986198,0.240795,0.411686,-0.878938,0.396274,0.402431,-0.825237,1.184313,0.983316,0.921977,0.851500,0.589407,0.731169,0.655209,0.695082,0.772549,0.576471,0.862745
368,0.941382,0.741692,0.389137,-0.400661,0.605533,-0.687605,-0.251804,-0.585358,-0.770682,12.754140,0.026698,0.071643,0.536308,0.190963,0.561685,0.245256,0.059926,0.564706,0.419608,0.447059
369,0.039201,0.985619,0.990465,0.000072,0.021304,-0.999773,-0.000779,0.025991,-0.999662,2.380347,0.490091,0.847423,0.428211,0.070049,0.847097,0.054856,0.819615,0.168628,0.819608,0.639216
370,0.850802,0.322037,0.639048,-0.679537,0.230934,-0.696347,0.430910,-0.538072,-0.724427,7.081177,0.579556,0.081914,0.505895,0.005260,0.579428,0.922539,0.419801,0.462745,0.164706,0.368628
371,0.674037,0.535177,0.215749,-0.587799,-0.168742,-0.791213,0.183891,0.302598,-0.935211,1.560172,0.415987,0.758034,0.616820,0.211058,0.509282,0.451958,0.638985,0.505882,0.509804,0.317647
372,0.604947,0.615608,0.006004,-0.010440,0.153969,-0.988021,-0.348423,0.340387,-0.873349,1.222944,0.828461,0.027119,0.893800,0.359561,0.500262,0.464850,0.971490,0.607843,0.498039,0.152941
373,0.027915,0.243314,0.468379,0.551706,0.071520,-0.830967,0.635658,-0.513468,-0.576445,9.248397,0.810986,0.771826,0.257471,0.580674,0.158662,0.842392,0.893187,0.258824,0.552941,0.588235
374,0.937683,0.809134,0.802669,0.084261,-0.000080,-0.996444,0.372757,-0.732923,-0.569102,0.336299,0.094756,0.620777,0.244164,0.088192,0.132994,0.569108,0.922779,0.337255,0.470588,0.486275
375,0.427544,0.515250,0.298404,0.601550,0.318744,-0.732489,0.043888,-0.860520,-0.507523,12.292610,0.950307,0.601128,0.029870,0.036143,0.853304,0.977604,0.629155,0.525490,0.470588,0.211765
376,0.664380,0.781452,0.163198,0.112982,-0.078859,-0.990463,-0.341340,0.284075,-0.895985,1.962774,0.607308,0.098520,0.341400,0.552957,0.887027,0.847283,0.065308,0.709804,0.713726,0.215686
377,0.339710,0.874784,0.279253,-0.422248,-0.745337,-0.515926,-0.738257,0.173318,-0.651872,1.367085,0.517334,0.711826,0.110440,0.001195,0.392335,0.429726,0.864899,0.282353,0.541177,0.149020
378,0.905419,0.012004,0.625496,0.071768,0.386632,-0.919437,0.736978,0.243482,-0.630540,1.938996,0.791139,0.964790,0.838013,0.294174,0.931979,0.850319,0.942634,0.788235,0.168628,0.662745
